Apr. 6, 2014   16:19:52
Cyclic Voltammetry
File: z:\research\electrochemistry\04-06-2014\02qcm\02cv 1.1v to -0.65v ptqcm in 4.5g kno3.txt
Data Source:  Experiment
Instrument Model:  CHI760D
Header: 
Note: 

Init E (V) = 0.353
High E (V) = 1.1
Low E (V) = -0.65
Init P/N = P
Scan Rate (V/s) = 0.05
Segment = 6
Sample Interval (V) = 0.001
Quiet Time (sec) = 2
Sensitivity (A/V) = 1e-4
Comp R (ohm) = 24.2

Potential/V, Current/A, Charge/C, Time/s

Segment 1:
0.937, -1.192e-5, -3.989e-5, 1.170e+1
0.938, -1.196e-5, -4.013e-5, 1.172e+1
0.939, -1.202e-5, -4.037e-5, 1.174e+1
0.940, -1.206e-5, -4.061e-5, 1.176e+1
0.941, -1.214e-5, -4.086e-5, 1.178e+1
0.942, -1.219e-5, -4.110e-5, 1.180e+1
0.943, -1.221e-5, -4.134e-5, 1.182e+1
0.944, -1.226e-5, -4.159e-5, 1.184e+1
0.945, -1.233e-5, -4.184e-5, 1.186e+1
0.946, -1.240e-5, -4.208e-5, 1.188e+1
0.947, -1.245e-5, -4.233e-5, 1.190e+1
0.948, -1.249e-5, -4.258e-5, 1.192e+1
0.949, -1.255e-5, -4.283e-5, 1.194e+1
0.950, -1.260e-5, -4.309e-5, 1.196e+1
0.951, -1.267e-5, -4.334e-5, 1.198e+1
0.952, -1.273e-5, -4.359e-5, 1.200e+1
0.953, -1.275e-5, -4.385e-5, 1.202e+1
0.954, -1.282e-5, -4.411e-5, 1.204e+1
0.955, -1.290e-5, -4.436e-5, 1.206e+1
0.956, -1.295e-5, -4.462e-5, 1.208e+1
0.957, -1.299e-5, -4.488e-5, 1.210e+1
0.958, -1.306e-5, -4.514e-5, 1.212e+1
0.959, -1.311e-5, -4.541e-5, 1.214e+1
0.960, -1.316e-5, -4.567e-5, 1.216e+1
0.961, -1.324e-5, -4.593e-5, 1.218e+1
0.962, -1.329e-5, -4.620e-5, 1.220e+1
0.963, -1.332e-5, -4.647e-5, 1.222e+1
0.964, -1.339e-5, -4.673e-5, 1.224e+1
0.965, -1.345e-5, -4.700e-5, 1.226e+1
0.966, -1.354e-5, -4.727e-5, 1.228e+1
0.967, -1.357e-5, -4.755e-5, 1.230e+1
0.968, -1.363e-5, -4.782e-5, 1.232e+1
0.969, -1.368e-5, -4.809e-5, 1.234e+1
0.970, -1.373e-5, -4.837e-5, 1.236e+1
0.971, -1.385e-5, -4.864e-5, 1.238e+1
0.972, -1.388e-5, -4.892e-5, 1.240e+1
0.973, -1.390e-5, -4.920e-5, 1.242e+1
0.974, -1.399e-5, -4.948e-5, 1.244e+1
0.975, -1.405e-5, -4.976e-5, 1.246e+1
0.976, -1.413e-5, -5.004e-5, 1.248e+1
0.977, -1.417e-5, -5.033e-5, 1.250e+1
0.978, -1.421e-5, -5.061e-5, 1.252e+1
0.979, -1.429e-5, -5.090e-5, 1.254e+1
0.980, -1.435e-5, -5.118e-5, 1.256e+1
0.981, -1.444e-5, -5.147e-5, 1.258e+1
0.982, -1.448e-5, -5.176e-5, 1.260e+1
0.983, -1.453e-5, -5.205e-5, 1.262e+1
0.984, -1.461e-5, -5.234e-5, 1.264e+1
0.985, -1.467e-5, -5.264e-5, 1.266e+1
0.986, -1.476e-5, -5.293e-5, 1.268e+1
0.987, -1.481e-5, -5.323e-5, 1.270e+1
0.988, -1.486e-5, -5.353e-5, 1.272e+1
0.989, -1.493e-5, -5.382e-5, 1.274e+1
0.990, -1.500e-5, -5.412e-5, 1.276e+1
0.991, -1.508e-5, -5.443e-5, 1.278e+1
0.992, -1.514e-5, -5.473e-5, 1.280e+1
0.993, -1.519e-5, -5.503e-5, 1.282e+1
0.994, -1.526e-5, -5.534e-5, 1.284e+1
0.995, -1.533e-5, -5.564e-5, 1.286e+1
0.996, -1.542e-5, -5.595e-5, 1.288e+1
0.997, -1.549e-5, -5.626e-5, 1.290e+1
0.998, -1.556e-5, -5.657e-5, 1.292e+1
0.999, -1.561e-5, -5.689e-5, 1.294e+1
1.000, -1.570e-5, -5.720e-5, 1.296e+1
1.001, -1.579e-5, -5.752e-5, 1.298e+1
1.002, -1.585e-5, -5.783e-5, 1.300e+1
1.003, -1.590e-5, -5.815e-5, 1.302e+1
1.004, -1.597e-5, -5.847e-5, 1.304e+1
1.005, -1.605e-5, -5.879e-5, 1.306e+1
1.006, -1.615e-5, -5.911e-5, 1.308e+1
1.007, -1.621e-5, -5.944e-5, 1.310e+1
1.008, -1.625e-5, -5.976e-5, 1.312e+1
1.009, -1.635e-5, -6.009e-5, 1.314e+1
1.010, -1.642e-5, -6.042e-5, 1.316e+1
1.011, -1.652e-5, -6.075e-5, 1.318e+1
1.012, -1.658e-5, -6.108e-5, 1.320e+1
1.013, -1.665e-5, -6.141e-5, 1.322e+1
1.014, -1.673e-5, -6.175e-5, 1.324e+1
1.015, -1.680e-5, -6.208e-5, 1.326e+1
1.016, -1.691e-5, -6.242e-5, 1.328e+1
1.017, -1.696e-5, -6.276e-5, 1.330e+1
1.018, -1.702e-5, -6.310e-5, 1.332e+1
1.019, -1.713e-5, -6.344e-5, 1.334e+1
1.020, -1.719e-5, -6.379e-5, 1.336e+1
1.021, -1.729e-5, -6.413e-5, 1.338e+1
1.022, -1.738e-5, -6.448e-5, 1.340e+1
1.023, -1.743e-5, -6.483e-5, 1.342e+1
1.024, -1.754e-5, -6.518e-5, 1.344e+1
1.025, -1.761e-5, -6.553e-5, 1.346e+1
1.026, -1.773e-5, -6.589e-5, 1.348e+1
1.027, -1.780e-5, -6.624e-5, 1.350e+1
1.028, -1.787e-5, -6.660e-5, 1.352e+1
1.029, -1.796e-5, -6.696e-5, 1.354e+1
1.030, -1.804e-5, -6.732e-5, 1.356e+1
1.031, -1.815e-5, -6.768e-5, 1.358e+1
1.032, -1.824e-5, -6.805e-5, 1.360e+1
1.033, -1.828e-5, -6.841e-5, 1.362e+1
1.034, -1.838e-5, -6.878e-5, 1.364e+1
1.035, -1.849e-5, -6.915e-5, 1.366e+1
1.036, -1.859e-5, -6.952e-5, 1.368e+1
1.037, -1.866e-5, -6.990e-5, 1.370e+1
1.038, -1.875e-5, -7.027e-5, 1.372e+1
1.039, -1.885e-5, -7.065e-5, 1.374e+1
1.040, -1.895e-5, -7.103e-5, 1.376e+1
1.041, -1.907e-5, -7.141e-5, 1.378e+1
1.042, -1.914e-5, -7.179e-5, 1.380e+1
1.043, -1.923e-5, -7.218e-5, 1.382e+1
1.044, -1.933e-5, -7.256e-5, 1.384e+1
1.045, -1.943e-5, -7.295e-5, 1.386e+1
1.046, -1.955e-5, -7.334e-5, 1.388e+1
1.047, -1.962e-5, -7.374e-5, 1.390e+1
1.048, -1.973e-5, -7.413e-5, 1.392e+1
1.049, -1.983e-5, -7.453e-5, 1.394e+1
1.050, -1.994e-5, -7.493e-5, 1.396e+1
1.051, -2.007e-5, -7.533e-5, 1.398e+1
1.052, -2.015e-5, -7.573e-5, 1.400e+1
1.053, -2.024e-5, -7.614e-5, 1.402e+1
1.054, -2.036e-5, -7.654e-5, 1.404e+1
1.055, -2.046e-5, -7.695e-5, 1.406e+1
1.056, -2.060e-5, -7.736e-5, 1.408e+1
1.057, -2.070e-5, -7.778e-5, 1.410e+1
1.058, -2.078e-5, -7.819e-5, 1.412e+1
1.059, -2.090e-5, -7.861e-5, 1.414e+1
1.060, -2.101e-5, -7.903e-5, 1.416e+1
1.061, -2.116e-5, -7.945e-5, 1.418e+1
1.062, -2.124e-5, -7.988e-5, 1.420e+1
1.063, -2.133e-5, -8.031e-5, 1.422e+1
1.064, -2.147e-5, -8.074e-5, 1.424e+1
1.065, -2.158e-5, -8.117e-5, 1.426e+1
1.066, -2.171e-5, -8.160e-5, 1.428e+1
1.067, -2.184e-5, -8.204e-5, 1.430e+1
1.068, -2.193e-5, -8.248e-5, 1.432e+1
1.069, -2.206e-5, -8.292e-5, 1.434e+1
1.070, -2.219e-5, -8.336e-5, 1.436e+1
1.071, -2.233e-5, -8.381e-5, 1.438e+1
1.072, -2.244e-5, -8.426e-5, 1.440e+1
1.073, -2.256e-5, -8.471e-5, 1.442e+1
1.074, -2.269e-5, -8.516e-5, 1.444e+1
1.075, -2.280e-5, -8.562e-5, 1.446e+1
1.076, -2.296e-5, -8.608e-5, 1.448e+1
1.077, -2.309e-5, -8.654e-5, 1.450e+1
1.078, -2.319e-5, -8.700e-5, 1.452e+1
1.079, -2.332e-5, -8.747e-5, 1.454e+1
1.080, -2.347e-5, -8.794e-5, 1.456e+1
1.081, -2.363e-5, -8.841e-5, 1.458e+1
1.082, -2.376e-5, -8.889e-5, 1.460e+1
1.083, -2.388e-5, -8.936e-5, 1.462e+1
1.084, -2.402e-5, -8.984e-5, 1.464e+1
1.085, -2.417e-5, -9.033e-5, 1.466e+1
1.086, -2.436e-5, -9.082e-5, 1.468e+1
1.087, -2.448e-5, -9.131e-5, 1.470e+1
1.088, -2.459e-5, -9.180e-5, 1.472e+1
1.089, -2.475e-5, -9.229e-5, 1.474e+1
1.090, -2.491e-5, -9.279e-5, 1.476e+1
1.091, -2.508e-5, -9.329e-5, 1.478e+1
1.092, -2.520e-5, -9.380e-5, 1.480e+1
1.093, -2.535e-5, -9.430e-5, 1.482e+1
1.094, -2.552e-5, -9.481e-5, 1.484e+1
1.095, -2.568e-5, -9.533e-5, 1.486e+1
1.096, -2.587e-5, -9.584e-5, 1.488e+1
1.097, -2.600e-5, -9.636e-5, 1.490e+1
1.098, -2.615e-5, -9.689e-5, 1.492e+1
1.099, -2.634e-5, -9.741e-5, 1.494e+1

Segment 2:
1.100, -2.497e-5, -9.791e-5, 1.496e+1
1.099, -2.374e-5, -9.839e-5, 1.498e+1
1.098, -2.279e-5, -9.884e-5, 1.500e+1
1.097, -2.192e-5, -9.928e-5, 1.502e+1
1.096, -2.110e-5, -9.970e-5, 1.504e+1
1.095, -2.035e-5, -1.001e-4, 1.506e+1
1.094, -1.967e-5, -1.005e-4, 1.508e+1
1.093, -1.898e-5, -1.009e-4, 1.510e+1
1.092, -1.833e-5, -1.013e-4, 1.512e+1
1.091, -1.772e-5, -1.016e-4, 1.514e+1
1.090, -1.713e-5, -1.019e-4, 1.516e+1
1.089, -1.663e-5, -1.023e-4, 1.518e+1
1.088, -1.610e-5, -1.026e-4, 1.520e+1
1.087, -1.556e-5, -1.029e-4, 1.522e+1
1.086, -1.508e-5, -1.032e-4, 1.524e+1
1.085, -1.463e-5, -1.035e-4, 1.526e+1
1.084, -1.421e-5, -1.038e-4, 1.528e+1
1.083, -1.376e-5, -1.041e-4, 1.530e+1
1.082, -1.334e-5, -1.043e-4, 1.532e+1
1.081, -1.296e-5, -1.046e-4, 1.534e+1
1.080, -1.258e-5, -1.048e-4, 1.536e+1
1.079, -1.225e-5, -1.051e-4, 1.538e+1
1.078, -1.189e-5, -1.053e-4, 1.540e+1
1.077, -1.153e-5, -1.056e-4, 1.542e+1
1.076, -1.123e-5, -1.058e-4, 1.544e+1
1.075, -1.093e-5, -1.060e-4, 1.546e+1
1.074, -1.062e-5, -1.062e-4, 1.548e+1
1.073, -1.033e-5, -1.064e-4, 1.550e+1
1.072, -1.005e-5, -1.066e-4, 1.552e+1
1.071, -9.766e-6, -1.068e-4, 1.554e+1
1.070, -9.508e-6, -1.070e-4, 1.556e+1
1.069, -9.273e-6, -1.072e-4, 1.558e+1
1.068, -9.010e-6, -1.074e-4, 1.560e+1
1.067, -8.770e-6, -1.075e-4, 1.562e+1
1.066, -8.533e-6, -1.077e-4, 1.564e+1
1.065, -8.316e-6, -1.079e-4, 1.566e+1
1.064, -8.111e-6, -1.080e-4, 1.568e+1
1.063, -7.907e-6, -1.082e-4, 1.570e+1
1.062, -7.679e-6, -1.084e-4, 1.572e+1
1.061, -7.472e-6, -1.085e-4, 1.574e+1
1.060, -7.299e-6, -1.087e-4, 1.576e+1
1.059, -7.136e-6, -1.088e-4, 1.578e+1
1.058, -6.931e-6, -1.089e-4, 1.580e+1
1.057, -6.742e-6, -1.091e-4, 1.582e+1
1.056, -6.569e-6, -1.092e-4, 1.584e+1
1.055, -6.423e-6, -1.093e-4, 1.586e+1
1.054, -6.288e-6, -1.095e-4, 1.588e+1
1.053, -6.107e-6, -1.096e-4, 1.590e+1
1.052, -5.941e-6, -1.097e-4, 1.592e+1
1.051, -5.811e-6, -1.098e-4, 1.594e+1
1.050, -5.648e-6, -1.099e-4, 1.596e+1
1.049, -5.552e-6, -1.100e-4, 1.598e+1
1.048, -5.391e-6, -1.101e-4, 1.600e+1
1.047, -5.254e-6, -1.102e-4, 1.602e+1
1.046, -5.137e-6, -1.104e-4, 1.604e+1
1.045, -5.006e-6, -1.105e-4, 1.606e+1
1.044, -4.906e-6, -1.106e-4, 1.608e+1
1.043, -4.777e-6, -1.106e-4, 1.610e+1
1.042, -4.647e-6, -1.107e-4, 1.612e+1
1.041, -4.547e-6, -1.108e-4, 1.614e+1
1.040, -4.433e-6, -1.109e-4, 1.616e+1
1.039, -4.344e-6, -1.110e-4, 1.618e+1
1.038, -4.243e-6, -1.111e-4, 1.620e+1
1.037, -4.127e-6, -1.112e-4, 1.622e+1
1.036, -4.025e-6, -1.113e-4, 1.624e+1
1.035, -3.933e-6, -1.113e-4, 1.626e+1
1.034, -3.868e-6, -1.114e-4, 1.628e+1
1.033, -3.766e-6, -1.115e-4, 1.630e+1
1.032, -3.649e-6, -1.116e-4, 1.632e+1
1.031, -3.574e-6, -1.116e-4, 1.634e+1
1.030, -3.497e-6, -1.117e-4, 1.636e+1
1.029, -3.439e-6, -1.118e-4, 1.638e+1
1.028, -3.341e-6, -1.118e-4, 1.640e+1
1.027, -3.243e-6, -1.119e-4, 1.642e+1
1.026, -3.167e-6, -1.120e-4, 1.644e+1
1.025, -3.109e-6, -1.120e-4, 1.646e+1
1.024, -3.036e-6, -1.121e-4, 1.648e+1
1.023, -2.952e-6, -1.121e-4, 1.650e+1
1.022, -2.873e-6, -1.122e-4, 1.652e+1
1.021, -2.826e-6, -1.123e-4, 1.654e+1
1.020, -2.758e-6, -1.123e-4, 1.656e+1
1.019, -2.709e-6, -1.124e-4, 1.658e+1
1.018, -2.633e-6, -1.124e-4, 1.660e+1
1.017, -2.564e-6, -1.125e-4, 1.662e+1
1.016, -2.505e-6, -1.125e-4, 1.664e+1
1.015, -2.447e-6, -1.126e-4, 1.666e+1
1.014, -2.411e-6, -1.126e-4, 1.668e+1
1.013, -2.337e-6, -1.127e-4, 1.670e+1
1.012, -2.290e-6, -1.127e-4, 1.672e+1
1.011, -2.235e-6, -1.128e-4, 1.674e+1
1.010, -2.161e-6, -1.128e-4, 1.676e+1
1.009, -2.152e-6, -1.128e-4, 1.678e+1
1.008, -2.094e-6, -1.129e-4, 1.680e+1
1.007, -2.017e-6, -1.129e-4, 1.682e+1
1.006, -1.977e-6, -1.130e-4, 1.684e+1
1.005, -1.933e-6, -1.130e-4, 1.686e+1
1.004, -1.909e-6, -1.130e-4, 1.688e+1
1.003, -1.857e-6, -1.131e-4, 1.690e+1
1.002, -1.785e-6, -1.131e-4, 1.692e+1
1.001, -1.754e-6, -1.131e-4, 1.694e+1
1.000, -1.712e-6, -1.132e-4, 1.696e+1
0.999, -1.680e-6, -1.132e-4, 1.698e+1
0.998, -1.640e-6, -1.133e-4, 1.700e+1
0.997, -1.567e-6, -1.133e-4, 1.702e+1
0.996, -1.561e-6, -1.133e-4, 1.704e+1
0.995, -1.519e-6, -1.133e-4, 1.706e+1
0.994, -1.486e-6, -1.134e-4, 1.708e+1
0.993, -1.453e-6, -1.134e-4, 1.710e+1
0.992, -1.394e-6, -1.134e-4, 1.712e+1
0.991, -1.359e-6, -1.135e-4, 1.714e+1
0.990, -1.333e-6, -1.135e-4, 1.716e+1
0.989, -1.326e-6, -1.135e-4, 1.718e+1
0.988, -1.266e-6, -1.135e-4, 1.720e+1
0.987, -1.235e-6, -1.136e-4, 1.722e+1
0.986, -1.200e-6, -1.136e-4, 1.724e+1
0.985, -1.175e-6, -1.136e-4, 1.726e+1
0.984, -1.154e-6, -1.136e-4, 1.728e+1
0.983, -1.125e-6, -1.137e-4, 1.730e+1
0.982, -1.084e-6, -1.137e-4, 1.732e+1
0.981, -1.041e-6, -1.137e-4, 1.734e+1
0.980, -1.026e-6, -1.137e-4, 1.736e+1
0.979, -1.033e-6, -1.137e-4, 1.738e+1
0.978, -9.824e-7, -1.138e-4, 1.740e+1
0.977, -9.422e-7, -1.138e-4, 1.742e+1
0.976, -9.166e-7, -1.138e-4, 1.744e+1
0.975, -8.929e-7, -1.138e-4, 1.746e+1
0.974, -9.018e-7, -1.138e-4, 1.748e+1
0.973, -8.643e-7, -1.138e-4, 1.750e+1
0.972, -8.123e-7, -1.139e-4, 1.752e+1
0.971, -7.976e-7, -1.139e-4, 1.754e+1
0.970, -7.710e-7, -1.139e-4, 1.756e+1
0.969, -7.869e-7, -1.139e-4, 1.758e+1
0.968, -7.265e-7, -1.139e-4, 1.760e+1
0.967, -6.907e-7, -1.139e-4, 1.762e+1
0.966, -6.854e-7, -1.140e-4, 1.764e+1
0.965, -6.626e-7, -1.140e-4, 1.766e+1
0.964, -6.560e-7, -1.140e-4, 1.768e+1
0.963, -6.236e-7, -1.140e-4, 1.770e+1
0.962, -5.813e-7, -1.140e-4, 1.772e+1
0.961, -5.767e-7, -1.140e-4, 1.774e+1
0.960, -5.658e-7, -1.140e-4, 1.776e+1
0.959, -5.530e-7, -1.140e-4, 1.778e+1
0.958, -5.309e-7, -1.140e-4, 1.780e+1
0.957, -4.967e-7, -1.141e-4, 1.782e+1
0.956, -4.666e-7, -1.141e-4, 1.784e+1
0.955, -4.564e-7, -1.141e-4, 1.786e+1
0.954, -4.601e-7, -1.141e-4, 1.788e+1
0.953, -4.348e-7, -1.141e-4, 1.790e+1
0.952, -3.949e-7, -1.141e-4, 1.792e+1
0.951, -3.800e-7, -1.141e-4, 1.794e+1
0.950, -3.697e-7, -1.141e-4, 1.796e+1
0.949, -3.685e-7, -1.141e-4, 1.798e+1
0.948, -3.426e-7, -1.141e-4, 1.800e+1
0.947, -3.068e-7, -1.141e-4, 1.802e+1
0.946, -2.863e-7, -1.141e-4, 1.804e+1
0.945, -2.852e-7, -1.141e-4, 1.806e+1
0.944, -2.972e-7, -1.142e-4, 1.808e+1
0.943, -2.494e-7, -1.142e-4, 1.810e+1
0.942, -2.262e-7, -1.142e-4, 1.812e+1
0.941, -2.161e-7, -1.142e-4, 1.814e+1
0.940, -2.004e-7, -1.142e-4, 1.816e+1
0.939, -2.196e-7, -1.142e-4, 1.818e+1
0.938, -1.773e-7, -1.142e-4, 1.820e+1
0.937, -1.488e-7, -1.142e-4, 1.822e+1
0.936, -1.403e-7, -1.142e-4, 1.824e+1
0.935, -1.455e-7, -1.142e-4, 1.826e+1
0.934, -1.440e-7, -1.142e-4, 1.828e+1
0.933, -1.020e-7, -1.142e-4, 1.830e+1
0.932, -8.767e-8, -1.142e-4, 1.832e+1
0.931, -8.473e-8, -1.142e-4, 1.834e+1
0.930, -5.141e-8, -1.142e-4, 1.836e+1
0.929, -7.750e-8, -1.142e-4, 1.838e+1
0.928, -4.261e-8, -1.142e-4, 1.840e+1
0.927, -1.554e-8, -1.142e-4, 1.842e+1
0.926, -1.525e-8, -1.142e-4, 1.844e+1
0.925, 1.857e-9, -1.142e-4, 1.846e+1
0.924, -2.541e-9, -1.142e-4, 1.848e+1
0.923, 1.192e-8, -1.142e-4, 1.850e+1
0.922, 6.724e-8, -1.142e-4, 1.852e+1
0.921, 5.434e-8, -1.142e-4, 1.854e+1
0.920, 7.007e-8, -1.142e-4, 1.856e+1
0.919, 4.691e-8, -1.142e-4, 1.858e+1
0.918, 6.841e-8, -1.142e-4, 1.860e+1
0.917, 1.216e-7, -1.142e-4, 1.862e+1
0.916, 1.161e-7, -1.142e-4, 1.864e+1
0.915, 1.171e-7, -1.142e-4, 1.866e+1
0.914, 1.151e-7, -1.142e-4, 1.868e+1
0.913, 1.366e-7, -1.142e-4, 1.870e+1
0.912, 1.648e-7, -1.142e-4, 1.872e+1
0.911, 1.757e-7, -1.142e-4, 1.874e+1
0.910, 1.656e-7, -1.142e-4, 1.876e+1
0.909, 1.587e-7, -1.142e-4, 1.878e+1
0.908, 1.965e-7, -1.142e-4, 1.880e+1
0.907, 2.273e-7, -1.142e-4, 1.882e+1
0.906, 2.238e-7, -1.142e-4, 1.884e+1
0.905, 2.272e-7, -1.142e-4, 1.886e+1
0.904, 2.262e-7, -1.141e-4, 1.888e+1
0.903, 2.509e-7, -1.141e-4, 1.890e+1
0.902, 2.649e-7, -1.141e-4, 1.892e+1
0.901, 2.821e-7, -1.141e-4, 1.894e+1
0.900, 2.860e-7, -1.141e-4, 1.896e+1
0.899, 2.711e-7, -1.141e-4, 1.898e+1
0.898, 3.155e-7, -1.141e-4, 1.900e+1
0.897, 3.212e-7, -1.141e-4, 1.902e+1
0.896, 3.481e-7, -1.141e-4, 1.904e+1
0.895, 3.529e-7, -1.141e-4, 1.906e+1
0.894, 3.189e-7, -1.141e-4, 1.908e+1
0.893, 3.463e-7, -1.141e-4, 1.910e+1
0.892, 3.808e-7, -1.141e-4, 1.912e+1
0.891, 3.805e-7, -1.141e-4, 1.914e+1
0.890, 3.924e-7, -1.141e-4, 1.916e+1
0.889, 3.664e-7, -1.140e-4, 1.918e+1
0.888, 4.042e-7, -1.140e-4, 1.920e+1
0.887, 4.247e-7, -1.140e-4, 1.922e+1
0.886, 4.331e-7, -1.140e-4, 1.924e+1
0.885, 4.386e-7, -1.140e-4, 1.926e+1
0.884, 4.131e-7, -1.140e-4, 1.928e+1
0.883, 4.447e-7, -1.140e-4, 1.930e+1
0.882, 4.916e-7, -1.140e-4, 1.932e+1
0.881, 4.667e-7, -1.140e-4, 1.934e+1
0.880, 4.725e-7, -1.140e-4, 1.936e+1
0.879, 4.804e-7, -1.140e-4, 1.938e+1
0.878, 4.953e-7, -1.140e-4, 1.940e+1
0.877, 5.175e-7, -1.139e-4, 1.942e+1
0.876, 5.179e-7, -1.139e-4, 1.944e+1
0.875, 5.258e-7, -1.139e-4, 1.946e+1
0.874, 5.243e-7, -1.139e-4, 1.948e+1
0.873, 5.323e-7, -1.139e-4, 1.950e+1
0.872, 5.657e-7, -1.139e-4, 1.952e+1
0.871, 5.572e-7, -1.139e-4, 1.954e+1
0.870, 5.702e-7, -1.139e-4, 1.956e+1
0.869, 5.707e-7, -1.139e-4, 1.958e+1
0.868, 5.777e-7, -1.138e-4, 1.960e+1
0.867, 6.065e-7, -1.138e-4, 1.962e+1
0.866, 6.257e-7, -1.138e-4, 1.964e+1
0.865, 6.207e-7, -1.138e-4, 1.966e+1
0.864, 5.972e-7, -1.138e-4, 1.968e+1
0.863, 6.276e-7, -1.138e-4, 1.970e+1
0.862, 6.615e-7, -1.138e-4, 1.972e+1
0.861, 6.626e-7, -1.138e-4, 1.974e+1
0.860, 6.634e-7, -1.137e-4, 1.976e+1
0.859, 6.467e-7, -1.137e-4, 1.978e+1
0.858, 6.754e-7, -1.137e-4, 1.980e+1
0.857, 7.076e-7, -1.137e-4, 1.982e+1
0.856, 7.073e-7, -1.137e-4, 1.984e+1
0.855, 7.040e-7, -1.137e-4, 1.986e+1
0.854, 6.931e-7, -1.137e-4, 1.988e+1
0.853, 7.271e-7, -1.136e-4, 1.990e+1
0.852, 7.446e-7, -1.136e-4, 1.992e+1
0.851, 7.400e-7, -1.136e-4, 1.994e+1
0.850, 7.610e-7, -1.136e-4, 1.996e+1
0.849, 7.428e-7, -1.136e-4, 1.998e+1
0.848, 7.567e-7, -1.136e-4, 2.000e+1
0.847, 7.930e-7, -1.136e-4, 2.002e+1
0.846, 7.935e-7, -1.135e-4, 2.004e+1
0.845, 8.245e-7, -1.135e-4, 2.006e+1
0.844, 7.861e-7, -1.135e-4, 2.008e+1
0.843, 8.023e-7, -1.135e-4, 2.010e+1
0.842, 8.314e-7, -1.135e-4, 2.012e+1
0.841, 8.378e-7, -1.135e-4, 2.014e+1
0.840, 8.463e-7, -1.134e-4, 2.016e+1
0.839, 8.228e-7, -1.134e-4, 2.018e+1
0.838, 8.445e-7, -1.134e-4, 2.020e+1
0.837, 8.823e-7, -1.134e-4, 2.022e+1
0.836, 8.828e-7, -1.134e-4, 2.024e+1
0.835, 8.763e-7, -1.134e-4, 2.026e+1
0.834, 8.733e-7, -1.133e-4, 2.028e+1
0.833, 9.012e-7, -1.133e-4, 2.030e+1
0.832, 9.100e-7, -1.133e-4, 2.032e+1
0.831, 9.275e-7, -1.133e-4, 2.034e+1
0.830, 9.205e-7, -1.133e-4, 2.036e+1
0.829, 9.074e-7, -1.132e-4, 2.038e+1
0.828, 9.522e-7, -1.132e-4, 2.040e+1
0.827, 9.517e-7, -1.132e-4, 2.042e+1
0.826, 9.564e-7, -1.132e-4, 2.044e+1
0.825, 9.732e-7, -1.132e-4, 2.046e+1
0.824, 9.734e-7, -1.131e-4, 2.048e+1
0.823, 9.666e-7, -1.131e-4, 2.050e+1
0.822, 9.939e-7, -1.131e-4, 2.052e+1
0.821, 1.015e-6, -1.131e-4, 2.054e+1
0.820, 8.710e-7, -1.131e-4, 2.056e+1
0.819, 9.355e-7, -1.131e-4, 2.058e+1
0.818, 1.004e-6, -1.130e-4, 2.060e+1
0.817, 1.037e-6, -1.130e-4, 2.062e+1
0.816, 1.030e-6, -1.130e-4, 2.064e+1
0.815, 1.060e-6, -1.130e-4, 2.066e+1
0.814, 1.024e-6, -1.129e-4, 2.068e+1
0.813, 1.051e-6, -1.129e-4, 2.070e+1
0.812, 1.079e-6, -1.129e-4, 2.072e+1
0.811, 1.085e-6, -1.129e-4, 2.074e+1
0.810, 1.084e-6, -1.129e-4, 2.076e+1
0.809, 1.066e-6, -1.128e-4, 2.078e+1
0.808, 1.107e-6, -1.128e-4, 2.080e+1
0.807, 1.121e-6, -1.128e-4, 2.082e+1
0.806, 1.116e-6, -1.128e-4, 2.084e+1
0.805, 1.126e-6, -1.128e-4, 2.086e+1
0.804, 1.115e-6, -1.127e-4, 2.088e+1
0.803, 1.141e-6, -1.127e-4, 2.090e+1
0.802, 1.164e-6, -1.127e-4, 2.092e+1
0.801, 1.162e-6, -1.127e-4, 2.094e+1
0.800, 1.167e-6, -1.126e-4, 2.096e+1
0.799, 1.170e-6, -1.126e-4, 2.098e+1
0.798, 1.173e-6, -1.126e-4, 2.100e+1
0.797, 1.193e-6, -1.126e-4, 2.102e+1
0.796, 1.217e-6, -1.125e-4, 2.104e+1
0.795, 1.215e-6, -1.125e-4, 2.106e+1
0.794, 1.213e-6, -1.125e-4, 2.108e+1
0.793, 1.211e-6, -1.125e-4, 2.110e+1
0.792, 1.250e-6, -1.124e-4, 2.112e+1
0.791, 1.252e-6, -1.124e-4, 2.114e+1
0.790, 1.246e-6, -1.124e-4, 2.116e+1
0.789, 1.241e-6, -1.124e-4, 2.118e+1
0.788, 1.261e-6, -1.123e-4, 2.120e+1
0.787, 1.283e-6, -1.123e-4, 2.122e+1
0.786, 1.301e-6, -1.123e-4, 2.124e+1
0.785, 1.285e-6, -1.123e-4, 2.126e+1
0.784, 1.268e-6, -1.122e-4, 2.128e+1
0.783, 1.310e-6, -1.122e-4, 2.130e+1
0.782, 1.326e-6, -1.122e-4, 2.132e+1
0.781, 1.315e-6, -1.122e-4, 2.134e+1
0.780, 1.333e-6, -1.121e-4, 2.136e+1
0.779, 1.318e-6, -1.121e-4, 2.138e+1
0.778, 1.341e-6, -1.121e-4, 2.140e+1
0.777, 1.352e-6, -1.121e-4, 2.142e+1
0.776, 1.364e-6, -1.120e-4, 2.144e+1
0.775, 1.374e-6, -1.120e-4, 2.146e+1
